Nomor,Tanggal,Location Indicator,Nama UPT,Nama Bandara,Jam Operasional (jam),Jumlah Data Masuk,Ketersediaan Data (%),Catatan
277,2025-06-02,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
278,2025-06-02,WAQD,Tanjung Harapan,Tanjung Harapan,24,0,0.0,❌ Tidak ada data
279,2025-06-02,WAQJ,Yuvai Semaring,Yuvai Semaring,24,0,0.0,❌ Tidak ada data
280,2025-06-02,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
281,2025-06-02,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
282,2025-06-02,WAQQ,Juwata,Juwata,24,0,0.0,❌ Tidak ada data
283,2025-06-02,WAQT,Kalimarau,Kalimarau,24,0,0.0,❌ Tidak ada data
284,2025-06-02,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,0,0.0,❌ Tidak ada data
285,2025-06-02,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
286,2025-06-02,WARD,Dhoho,Dhoho,24,0,0.0,❌ Tidak ada data
287,2025-06-02,WARE,Banyuwangi,Noto Hadinegoro,24,0,0.0,❌ Tidak ada data
288,2025-06-02,WARR,Juanda,Juanda,24,0,0.0,❌ Tidak ada data
289,2025-06-02,WART,Trunojoyo,Trunojoyo,24,0,0.0,❌ Tidak ada data
290,2025-06-02,WARW,Sangkapura,Harun Thohir,24,0,0.0,❌ Tidak ada data
291,2025-06-02,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
292,2025-06-02,WASF,Torea,Siboru,24,33,68.75,✅ Lengkap
293,2025-06-02,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
294,2025-06-02,WASK,Utarom,Utarom,24,11,22.92,⚠️ Kurang dari 50%
295,2025-06-02,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
296,2025-06-02,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
297,2025-06-02,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
298,2025-06-02,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
299,2025-06-02,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
300,2025-06-02,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
301,2025-06-02,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
302,2025-06-02,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
303,2025-06-02,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
304,2025-06-02,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
305,2025-06-02,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
306,2025-06-02,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
307,2025-06-02,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
308,2025-06-02,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
309,2025-06-02,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
310,2025-06-02,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
311,2025-06-02,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
312,2025-06-02,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
313,2025-06-02,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
314,2025-06-02,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
315,2025-06-02,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
316,2025-06-02,WAUU,Rendani,Rendani,24,41,85.42,✅ Lengkap
317,2025-06-02,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
318,2025-06-02,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
319,2025-06-02,WAVV,Wamena,Wamena,24,48,100.0,✅ Lengkap
320,2025-06-02,WAWB,Beto Ambari,Betoambari,24,48,100.0,✅ Lengkap
321,2025-06-02,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
322,2025-06-02,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
323,2025-06-02,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
324,2025-06-02,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
325,2025-06-02,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
326,2025-06-02,WAWW,Lanud Haluoleo,Haluoleo,24,27,56.25,✅ Lengkap
327,2025-06-02,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
328,2025-06-02,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
329,2025-06-02,WAYY,Mozez Kilangin,Mozez Kilangin,24,48,100.0,✅ Lengkap
330,2025-06-02,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,48,100.0,✅ Lengkap
331,2025-06-02,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
332,2025-06-02,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
333,2025-06-02,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
334,2025-06-02,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
335,2025-06-02,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
336,2025-06-02,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
337,2025-06-02,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
338,2025-06-02,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
339,2025-06-02,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
340,2025-06-02,WIDM,Tarempa,Matak,24,17,35.42,⚠️ Kurang dari 50%
341,2025-06-02,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
342,2025-06-02,WIDO,Lanud Raden Sadjad,Ranai,24,24,50.0,✅ Lengkap
343,2025-06-02,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
344,2025-06-02,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,47,97.92,✅ Lengkap
345,2025-06-02,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
346,2025-06-02,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
347,2025-06-02,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
348,2025-06-02,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
349,2025-06-02,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
350,2025-06-02,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,18,37.5,⚠️ Kurang dari 50%
351,2025-06-02,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
352,2025-06-02,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
353,2025-06-02,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
354,2025-06-02,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
355,2025-06-02,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
356,2025-06-02,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
357,2025-06-02,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
358,2025-06-02,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
359,2025-06-02,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
360,2025-06-02,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
361,2025-06-02,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
362,2025-06-02,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
363,2025-06-02,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
364,2025-06-02,WIMM,Kualanamu,Kualanamu Internasional,24,48,100.0,✅ Lengkap
365,2025-06-02,WIMN,Silangit,Raja Sisingamangaraja XII,24,39,81.25,✅ Lengkap
366,2025-06-02,WIMP,Silangit,Sibisa,24,0,0.0,❌ Tidak ada data
367,2025-06-02,WIMS,FL Tobing,DR Ferdinand Lumban Tobing,24,48,100.0,✅ Lengkap
368,2025-06-02,WIMU,Sultan Iskandar Muda,Alas Leuser,24,0,0.0,❌ Tidak ada data
369,2025-06-02,WIOD,Singkawang,Singkawang,24,0,0.0,❌ Tidak ada data
370,2025-06-02,WIOG,Nangapinoh,Nangapinoh,24,0,0.0,❌ Tidak ada data
371,2025-06-02,WIOK,Rahadi Oesman,Rahadi Oesman,24,0,0.0,❌ Tidak ada data
372,2025-06-02,WIOO,Supadio,Supadio,24,0,0.0,❌ Tidak ada data
373,2025-06-02,WIOP,Pangsuma,Pangsuma,24,0,0.0,❌ Tidak ada data
374,2025-06-02,WIOS,Tebelian,Tebelian,24,0,0.0,❌ Tidak ada data
375,2025-06-02,WIPB,Sultan Mahmud Badaruddin II,Silampari,24,0,0.0,❌ Tidak ada data
376,2025-06-02,WIPO,Radin Inten II,Gatot Soebroto,24,0,0.0,❌ Tidak ada data
377,2025-06-02,WIPP,Sultan Mahmud Badaruddin II,Sultan Mahmud Badaruddin II,24,0,0.0,❌ Tidak ada data
378,2025-06-02,WIPY,Sultan Mahmud Badaruddin II,Atung Bungsu,24,0,0.0,❌ Tidak ada data
379,2025-06-02,WIRR,Budiarto,Budiarto,24,0,0.0,❌ Tidak ada data
380,2025-06-02,WITC,Cut Nyak Dhien Nagan Raya,Cut Nyak Dhien Nagan Raya,24,24,50.0,✅ Lengkap
381,2025-06-02,WITK,Sultan Iskandar Muda,Rembele,24,0,0.0,❌ Tidak ada data
382,2025-06-02,WITN,Maimun Saleh,Maimun Saleh,24,24,50.0,✅ Lengkap
383,2025-06-02,WITO,Sultan Iskandar Muda,Kuala Batu,24,0,0.0,❌ Tidak ada data
384,2025-06-02,WITT,Sultan Iskandar Muda,Sultan Iskandar Muda,24,47,97.92,✅ Lengkap
385,2025-06-03,WAAA,Sultan Hasanuddin,Sultan Hasanuddin,24,50,104.17,✅ Lengkap
386,2025-06-03,WABA,Nabire,Waghete,24,0,0.0,❌ Tidak ada data
387,2025-06-03,WABB,Frans Kaisiepo,Frans Kaisiepo,24,48,100.0,✅ Lengkap
388,2025-06-03,WABF,Frans Kaisiepo,Numfoor,24,0,0.0,❌ Tidak ada data
389,2025-06-03,WABG,Sentani,Kasonaweja,24,0,0.0,❌ Tidak ada data
390,2025-06-03,WABI,Nabire,Douw Aturure,24,36,75.0,✅ Lengkap
391,2025-06-03,WABO,Sudjarwo Tjondronegoro,Stevanus Rumbewas,24,24,50.0,✅ Lengkap
392,2025-06-03,WADB,Sultan Muhammad Salahuddin,Sultan Muhammad Salahuddin,24,0,0.0,❌ Tidak ada data
393,2025-06-03,WADD,I Gusti Ngurah Rai,I Gusti Ngurah Rai,24,0,0.0,❌ Tidak ada data
394,2025-06-03,WADL,Zainuddin Abdul Madjid,Zainuddin Abdul Madjid,24,0,0.0,❌ Tidak ada data
395,2025-06-03,WADS,Sultan Muhammad Kaharuddin,Sultan Muhammad Kaharuddin,24,0,0.0,❌ Tidak ada data
396,2025-06-03,WADY,Banyuwangi,Banyuwangi,24,0,0.0,❌ Tidak ada data
397,2025-06-03,WAEE,Sultan Babullah,Sultan Babullah,24,48,100.0,✅ Lengkap
398,2025-06-03,WAEG,Gamar Malamo,Gamar Malamo,24,24,50.0,✅ Lengkap
399,2025-06-03,WAEJ,Sultan Babullah,Gebe,24,0,0.0,❌ Tidak ada data
400,2025-06-03,WAEK,Sultan Babullah,Kuabang,24,0,0.0,❌ Tidak ada data
401,2025-06-03,WAEL,Oesman Sadik,Oesman Sadik,24,35,72.92,✅ Lengkap
402,2025-06-03,WAEM,Sultan Babullah,Buli,24,0,0.0,❌ Tidak ada data
403,2025-06-03,WAES,Emalamo,Emalamo,24,24,50.0,✅ Lengkap
404,2025-06-03,WAEW,Lanud Leo Wattimena,Pitu,24,24,50.0,✅ Lengkap
405,2025-06-03,WAFB,Toraja,Toraja,24,14,29.17,⚠️ Kurang dari 50%
406,2025-06-03,WAFD,Andi Jemma,Lagaligo,24,0,0.0,❌ Tidak ada data
407,2025-06-03,WAFF,Mutiara Sis-Al Jufri,Mutiara Sis-Al Jufri,24,48,100.0,✅ Lengkap
408,2025-06-03,WAFJ,Tampa Padang,Tampa Padang,24,48,100.0,✅ Lengkap
409,2025-06-03,WAFK,Andi Jemma,Rampi,24,0,0.0,❌ Tidak ada data
410,2025-06-03,WAFL,Sultan Bantilan,Sultan Bantilan,24,24,50.0,✅ Lengkap
411,2025-06-03,WAFM,Andi Jemma,Andi Jemma,24,30,62.5,✅ Lengkap
412,2025-06-03,WAFN,Andi Jemma,Seko,24,0,0.0,❌ Tidak ada data
413,2025-06-03,WAFO,Mutiara Sis-Al Jufri,Morowali,24,0,0.0,❌ Tidak ada data
414,2025-06-03,WAFP,Kasiguncu,Kasiguncu,24,24,50.0,✅ Lengkap
415,2025-06-03,WAFU,Syukuran Aminuddin Amir,Tanjung Api,24,0,0.0,❌ Tidak ada data
416,2025-06-03,WAFW,Syukuran Aminuddin Amir,Syukuran Aminuddin Amir,24,48,100.0,✅ Lengkap
417,2025-06-03,WAFY,Mutiara Sis-Al Jufri,Pogogul,24,0,0.0,❌ Tidak ada data
418,2025-06-03,WAFZ,Djalaluddin,Panua Pohuwato,24,0,0.0,❌ Tidak ada data
419,2025-06-03,WAGA,Tjilik Riwut,Kuala Kurun,24,0,0.0,❌ Tidak ada data
420,2025-06-03,WAGB,Beringin,Hajji Muhammad Sidik,24,0,0.0,❌ Tidak ada data
421,2025-06-03,WAGF,H. Asan,Kuala Pembuang,24,0,0.0,❌ Tidak ada data
422,2025-06-03,WAGG,Tjilik Riwut,Tjilik Riwut,24,0,0.0,❌ Tidak ada data
423,2025-06-03,WAGI,Iskandar,Iskandar,24,0,0.0,❌ Tidak ada data
424,2025-06-03,WAGM,Sanggu,Sanggu,24,0,0.0,❌ Tidak ada data
425,2025-06-03,WAGP,Beringin,Purukcahu,24,0,0.0,❌ Tidak ada data
426,2025-06-03,WAGS,H. Asan,H. Asan,24,0,0.0,❌ Tidak ada data
427,2025-06-03,WAHH,Lanud Adisutjipto,Adisutjipto,24,39,81.25,✅ Lengkap
428,2025-06-03,WAHI,Yogyakarta,Yogyakarta,24,48,100.0,✅ Lengkap
429,2025-06-03,WAHL,Tunggul Wulung,Tunggul Wulung,24,0,0.0,❌ Tidak ada data
430,2025-06-03,WAHQ,Lanud Adi Soemarmo,Adi Soemarmo,24,0,0.0,❌ Tidak ada data
431,2025-06-03,WAHS,Ahmad Yani,Jenderal Ahmad Yani,24,0,0.0,❌ Tidak ada data
432,2025-06-03,WAHU,Ahmad Yani,Dewadaru,24,0,0.0,❌ Tidak ada data
433,2025-06-03,WAJI,Torea,Mararena,24,16,33.33,⚠️ Kurang dari 50%
434,2025-06-03,WAJJ,Sentani,Sentani,24,48,100.0,✅ Lengkap
435,2025-06-03,WAJO,Wamena,Oksibil,24,0,0.0,❌ Tidak ada data
436,2025-06-03,WAJS,Sentani,Senggeh,24,0,0.0,❌ Tidak ada data
437,2025-06-03,WAKG,Mozez Kilangin,Ewer,24,0,0.0,❌ Tidak ada data
438,2025-06-03,WAKJ,Mopah,Kimaam,24,0,0.0,❌ Tidak ada data
439,2025-06-03,WAKK,Mopah,Mopah,24,48,100.0,✅ Lengkap
440,2025-06-03,WAKO,Mopah,Okaba,24,0,0.0,❌ Tidak ada data
441,2025-06-03,WAKP,Mopah,Kepi,24,0,0.0,❌ Tidak ada data
442,2025-06-03,WAKT,Tanah Merah,Tanah Merah,24,24,50.0,✅ Lengkap
443,2025-06-03,WALE,Sultan Aji Muhammad Sulaiman Sepinggan,Melak,24,0,0.0,❌ Tidak ada data
444,2025-06-03,WALL,Sultan Aji Muhammad Sulaiman Sepinggan,Sultan Aji Muhammad Sulaiman,24,0,0.0,❌ Tidak ada data
445,2025-06-03,WALS,Ajipangeran Tumenggung Pranoto,Ajipangeran Tumenggung Pranoto,24,0,0.0,❌ Tidak ada data
446,2025-06-03,WAMG,Djalaluddin,Djalaluddin,24,48,100.0,✅ Lengkap
447,2025-06-03,WAMH,Naha,Naha,24,48,100.0,✅ Lengkap
448,2025-06-03,WAMI,Sam Ratulangi,Bolaang Mongondow,24,0,0.0,❌ Tidak ada data
449,2025-06-03,WAMM,Sam Ratulangi,Sam Ratulangi,24,48,100.0,✅ Lengkap
450,2025-06-03,WAMN,Sam Ratulangi,Melonguane,24,4,8.33,⚠️ Kurang dari 50%
451,2025-06-03,WAMS,Sam Ratulangi,Miangas,24,0,0.0,❌ Tidak ada data
452,2025-06-03,WAOC,Gusti Syamsir Alam,Bersujud,24,0,0.0,❌ Tidak ada data
453,2025-06-03,WAOK,Gusti Syamsir Alam,Gusti Syamsir Alam,24,0,0.0,❌ Tidak ada data
454,2025-06-03,WAON,Syamsudin Noor,Tanjung Warukin,24,0,0.0,❌ Tidak ada data
455,2025-06-03,WAOO,Syamsudin Noor,Syamsudin Noor,24,0,0.0,❌ Tidak ada data
456,2025-06-03,WAPA,Amahai,Amahai,24,48,100.0,✅ Lengkap
457,2025-06-03,WAPC,Bandaneira,Bandaneira,24,24,50.0,✅ Lengkap
458,2025-06-03,WAPD,Pattimura,Dobo,24,0,0.0,❌ Tidak ada data
459,2025-06-03,WAPF,Karel Sadsuitubun,Karel Sadsuitubun,24,24,50.0,✅ Lengkap
460,2025-06-03,WAPG,Pattimura,Namrole,24,0,0.0,❌ Tidak ada data
461,2025-06-03,WAPM,Pattimura,Jos Orno Imsula,24,0,0.0,❌ Tidak ada data
462,2025-06-03,WAPN,Namlea,Namniwel,24,24,50.0,✅ Lengkap
463,2025-06-03,WAPO,Pattimura,Larat,24,0,0.0,❌ Tidak ada data
464,2025-06-03,WAPP,Pattimura,Pattimura,24,48,100.0,✅ Lengkap
465,2025-06-03,WAPS,Mathilda Batlayeri,Mathilda Batlayeri,24,24,50.0,✅ Lengkap
466,2025-06-03,WAPU,Kuffar,Kuffar,24,24,50.0,✅ Lengkap
467,2025-06-03,WAPV,Amahai,Wahai,24,0,0.0,❌ Tidak ada data
468,2025-06-03,WAQA,Nunukan,Nunukan,24,0,0.0,❌ Tidak ada data
469,2025-06-03,WAQC,Kalimarau,Maratua,24,0,0.0,❌ Tidak ada data
470,2025-06-03,WAQD,Tanjung Harapan,Tanjung Harapan,24,0,0.0,❌ Tidak ada data
471,2025-06-03,WAQJ,Yuvai Semaring,Yuvai Semaring,24,0,0.0,❌ Tidak ada data
472,2025-06-03,WAQL,Tanjung Harapan,Long Apung,24,0,0.0,❌ Tidak ada data
473,2025-06-03,WAQM,Tanjung Harapan,Kol. Robert Atty Bessing,24,0,0.0,❌ Tidak ada data
474,2025-06-03,WAQQ,Juwata,Juwata,24,0,0.0,❌ Tidak ada data
475,2025-06-03,WAQT,Kalimarau,Kalimarau,24,0,0.0,❌ Tidak ada data
476,2025-06-03,WARA,Lanud Abdulrachman Saleh,Abdulrachman Saleh,24,0,0.0,❌ Tidak ada data
477,2025-06-03,WARC,Ahmad Yani,Ngloram,24,0,0.0,❌ Tidak ada data
478,2025-06-03,WARD,Dhoho,Dhoho,24,0,0.0,❌ Tidak ada data
479,2025-06-03,WARE,Banyuwangi,Noto Hadinegoro,24,0,0.0,❌ Tidak ada data
480,2025-06-03,WARR,Juanda,Juanda,24,0,0.0,❌ Tidak ada data
481,2025-06-03,WART,Trunojoyo,Trunojoyo,24,0,0.0,❌ Tidak ada data
482,2025-06-03,WARW,Sangkapura,Harun Thohir,24,0,0.0,❌ Tidak ada data
483,2025-06-03,WASA,Domine Eduard Osok,Ayawasi,24,0,0.0,❌ Tidak ada data
484,2025-06-03,WASF,Torea,Siboru,24,40,83.33,✅ Lengkap
485,2025-06-03,WASI,Domine Eduard Osok,Inanwatan,24,0,0.0,❌ Tidak ada data
486,2025-06-03,WASK,Utarom,Utarom,24,16,33.33,⚠️ Kurang dari 50%
487,2025-06-03,WASN,Domine Eduard Osok,Marinda,24,0,0.0,❌ Tidak ada data
488,2025-06-03,WASO,Rendani,Babo,24,0,0.0,❌ Tidak ada data
489,2025-06-03,WASS,Domine Eduard Osok,Domine Eduard Osok,24,48,100.0,✅ Lengkap
490,2025-06-03,WAST,Domine Eduard Osok,Teminabuan,24,0,0.0,❌ Tidak ada data
491,2025-06-03,WASU,Domine Eduard Osok,Kambuaya,24,0,0.0,❌ Tidak ada data
492,2025-06-03,WATA,Eltari,A. A. Bere Tallo,24,0,0.0,❌ Tidak ada data
493,2025-06-03,WATB,Frans Sales Lega,Soa,24,0,0.0,❌ Tidak ada data
494,2025-06-03,WATC,Fransiskus Xaverius Seda,Fransiskus Xaverius Seda,24,0,0.0,❌ Tidak ada data
495,2025-06-03,WATE,Fransiskus Xaverius Seda,H. Hasan Aroeboesman,24,0,0.0,❌ Tidak ada data
496,2025-06-03,WATG,Frans Sales Lega,Frans Sales Lega,24,0,0.0,❌ Tidak ada data
497,2025-06-03,WATK,Umbu Mehang Kunda,Lede Kalumbang,24,0,0.0,❌ Tidak ada data
498,2025-06-03,WATL,Gewayantana,Gewayantana,24,0,0.0,❌ Tidak ada data
499,2025-06-03,WATM,Mali,Mali,24,0,0.0,❌ Tidak ada data
500,2025-06-03,WATO,Komodo,Komodo,24,0,0.0,❌ Tidak ada data
501,2025-06-03,WATQ,Pattimura,John Becker,24,0,0.0,❌ Tidak ada data
502,2025-06-03,WATR,David Constantijn Saudale,David Constantijn Saudale,24,0,0.0,❌ Tidak ada data
503,2025-06-03,WATS,Tardamu,Tardamu,24,0,0.0,❌ Tidak ada data
504,2025-06-03,WATT,Eltari,El Tari,24,0,0.0,❌ Tidak ada data
505,2025-06-03,WATU,Umbu Mehang Kunda,Umbu Mehang Kunda,24,0,0.0,❌ Tidak ada data
506,2025-06-03,WATW,Eltari,Wunopito,24,0,0.0,❌ Tidak ada data
507,2025-06-03,WAUB,Rendani,Bintuni,24,0,0.0,❌ Tidak ada data
508,2025-06-03,WAUU,Rendani,Rendani,24,41,85.42,✅ Lengkap
509,2025-06-03,WAUW,Rendani,Wasior,24,0,0.0,❌ Tidak ada data
510,2025-06-03,WAVD,Wamena,Nop Goliat Dekai,24,0,0.0,❌ Tidak ada data
511,2025-06-03,WAVV,Wamena,Wamena,24,51,106.25,✅ Lengkap
512,2025-06-03,WAWB,Beto Ambari,Betoambari,24,25,52.08,✅ Lengkap
513,2025-06-03,WAWD,Beto Ambari,Matahora,24,0,0.0,❌ Tidak ada data
514,2025-06-03,WAWH,Sultan Hasanuddin,H. Aroeppala,24,0,0.0,❌ Tidak ada data
515,2025-06-03,WAWN,Sultan Hasanuddin,Arung Palakka,24,0,0.0,❌ Tidak ada data
516,2025-06-03,WAWP,Sangia Ni Bandera,Sangia Nibandera,24,48,100.0,✅ Lengkap
517,2025-06-03,WAWR,Beto Ambari,Sugimanuru,24,0,0.0,❌ Tidak ada data
518,2025-06-03,WAWW,Lanud Haluoleo,Haluoleo,24,23,47.92,⚠️ Kurang dari 50%
519,2025-06-03,WAYE,Enarotali,Enarotali,24,16,33.33,⚠️ Kurang dari 50%
520,2025-06-03,WAYL,Mozez Kilangin,Ilaga,24,0,0.0,❌ Tidak ada data
521,2025-06-03,WAYY,Mozez Kilangin,Mozez Kilangin,24,43,89.58,✅ Lengkap
522,2025-06-03,WIBB,Sultan Syarif Kasim II,Sultan Syarif Kasim II,24,47,97.92,✅ Lengkap
523,2025-06-03,WIBD,Sultan Syarif Kasim II,Pinang Kampai,24,0,0.0,❌ Tidak ada data
524,2025-06-03,WIBG,Sultan Syarif Kasim II,Tuanku Tambusai,24,0,0.0,❌ Tidak ada data
525,2025-06-03,WIBJ,Japura,Japura,24,48,100.0,✅ Lengkap
526,2025-06-03,WICA,Kertajati,Kertajati,24,0,0.0,❌ Tidak ada data
527,2025-06-03,WICC,Lanud Husein Sastranegara,Husein Sastranegara,24,0,0.0,❌ Tidak ada data
528,2025-06-03,WICD,Kertajati,Cakrabhuwana,24,0,0.0,❌ Tidak ada data
529,2025-06-03,WICN,Tunggul Wulung,Nusawiru,24,0,0.0,❌ Tidak ada data
530,2025-06-03,WIDD,Hang Nadim,Hang Nadim,24,48,100.0,✅ Lengkap
531,2025-06-03,WIDL,Tarempa,Letung,24,0,0.0,❌ Tidak ada data
532,2025-06-03,WIDM,Tarempa,Matak,24,14,29.17,⚠️ Kurang dari 50%
533,2025-06-03,WIDN,Raja Hajji Fisabilillah,Raja Hajji Fisabilillah,24,48,100.0,✅ Lengkap
534,2025-06-03,WIDO,Lanud Raden Sadjad,Ranai,24,5,10.42,⚠️ Kurang dari 50%
535,2025-06-03,WIDS,Dabo,Dabo,24,24,50.0,✅ Lengkap
536,2025-06-03,WIDT,Raja Hajji Abdullah,Raja Hajji Abdullah,24,47,97.92,✅ Lengkap
537,2025-06-03,WIEB,Minangkabau,Mentawai,24,0,0.0,❌ Tidak ada data
538,2025-06-03,WIEE,Minangkabau,Minangkabau,24,48,100.0,✅ Lengkap
539,2025-06-03,WIGE,Fatmawati Soekarno,Enggano,24,0,0.0,❌ Tidak ada data
540,2025-06-03,WIGG,Fatmawati Soekarno,Fatmawati Soekarno,24,0,0.0,❌ Tidak ada data
541,2025-06-03,WIGM,Fatmawati Soekarno,Mukomuko,24,0,0.0,❌ Tidak ada data
542,2025-06-03,WIHH,Lanud Halim Perdanakusuma,Halim Perdana Kusuma,24,23,47.92,⚠️ Kurang dari 50%
543,2025-06-03,WIII,Soekarno Hatta,Soekarno Hatta,24,0,0.0,❌ Tidak ada data
544,2025-06-03,WIJB,Sultan Thaha,Muara Bungo,24,0,0.0,❌ Tidak ada data
545,2025-06-03,WIJI,Depati Parbo,Depati Parbo,24,0,0.0,❌ Tidak ada data
546,2025-06-03,WIJJ,Sultan Thaha,Sultan Thaha,24,0,0.0,❌ Tidak ada data
547,2025-06-03,WIKK,Depati Amir,Depati Amir,24,0,0.0,❌ Tidak ada data
548,2025-06-03,WIKT,H.AS. Hanandjoeddin,H.AS. Hanandjoeddin,24,0,0.0,❌ Tidak ada data
549,2025-06-03,WILL,Radin Inten II,Radin Inten II,24,0,0.0,❌ Tidak ada data
550,2025-06-03,WILP,Radin Inten II,Muhammad Taufiq Kiemas,24,0,0.0,❌ Tidak ada data
551,2025-06-03,WIMA,Malikussaleh,Malikussaleh,24,24,50.0,✅ Lengkap
552,2025-06-03,WIMB,Binaka,Binaka,24,48,100.0,✅ Lengkap
553,2025-06-03,WIME,Aek Godang,Aek Godang,24,48,100.0,✅ Lengkap
554,2025-06-03,WIMF,Kualanamu,Jenderal Besar Abdul Haris Nasution,24,0,0.0,❌ Tidak ada data
555,2025-06-03,WIML,Sultan Iskandar Muda,Lasikin,24,0,0.0,❌ Tidak ada data
